id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text
101819,es,@cybermaricon69 @nesakosovar @candelacamin @yourdarya @DieguSG guarra follas ?,6,"['Annotator_1', 'Annotator_2', 'Annotator_3', 'Annotator_4', 'Annotator_5', 'Annotator_6']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'United States', 'Spain', 'Spain', 'Chile']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","['-', 'JUDGEMENTAL', '-', 'DIRECT', 'DIRECT', 'DIRECT']","[['-'], ['OBJECTIFICATION'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE']]",TRAIN_ES,guarra follas ?
101820,es,Athena te manchaste comiendote tu bocadillo de mermelada vaya guarra,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","['-', 'DIRECT', '-', '-', '-', '-']","[['-'], ['OBJECTIFICATION'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,athena te manchaste comiendote tu bocadillo de mermelada vaya guarra
101821,es,Día Nacional Contra el Femicidio: CIF realiza llamado a denunciar todo tipo de violencia de género https://t.co/KHSGNnLSFY,6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","['REPORTED', '-', 'JUDGEMENTAL', 'REPORTED', 'REPORTED', 'REPORTED']","[['SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,día nacional contra el femicidio cif realiza llamado a denunciar todo tipo de violencia de género
101822,es,"@ZetaSole Para mí está bueno si querés jugar a contar una historia en ese género de ficción, o si querés jugar una versión de ese juego que esté diseñada para teatro de la mente en lugar de minis, grilla y hexágonos",6,"['Annotator_355', 'Annotator_356', 'Annotator_357', 'Annotator_358', 'Annotator_359', 'Annotator_360']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Bachelor’s degree']","['Mexico', 'Chile', 'Serbia', 'Spain', 'Spain', 'Spain']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","['-', '-', 'DIRECT', '-', '-', '-']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-']]",TRAIN_ES,"para mí está bueno si querés jugar a contar una historia en ese género de ficción, o si querés jugar una versión de ese juego que esté diseñada para teatro de la mente en lugar de minis, grilla y hexágonos"
101823,es,"@GENuINE993 Creo yo que algunos jugadores de DBD tomaron el mal habito de juzgar otros juegos en base a DBD PERO no en su genero, en plan, la gente no dice ""ha salido un nuevo juego survivor horror asimétrico"" la gente dice ""ha salido un juego QUE PARECE DBD""",6,"['Annotator_361', 'Annotator_362', 'Annotator_363', 'Annotator_364', 'Annotator_365', 'Annotator_366']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Italy', 'United States', 'United States', 'Spain', 'Peru', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"creo yo que algunos jugadores de dbd tomaron el mal habito de juzgar otros juegos en base a dbd pero no en su genero, en plan, la gente no dice ha salido un nuevo juego survivor horror asimétrico la gente dice ha salido un juego que parece dbd"
101824,es,@JAIMEGARCIAMOLI @EGarciamahias @IgnacioAchurra Tu adn pertenece al genero de los wns.,6,"['Annotator_361', 'Annotator_362', 'Annotator_363', 'Annotator_364', 'Annotator_365', 'Annotator_366']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Italy', 'United States', 'United States', 'Spain', 'Peru', 'Mexico']","['YES', 'NO', 'NO', 'NO', 'YES', 'NO']","['DIRECT', '-', '-', '-', 'DIRECT', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,tu adn pertenece al genero de los wns.
101825,es,"Si no es así, que sus ""técnicos"" muestren la evidencia científica y expliquen en el @congresoperu la justificación de ir variando entre 2 y 3 horas el toque de queda que lo único que genero es que mas gente se contagie por las aglomeraciones de tan absurda medida",6,"['Annotator_235', 'Annotator_236', 'Annotator_237', 'Annotator_238', 'Annotator_239', 'Annotator_240']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Mexico', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"si no es así, que sus técnicos muestren la evidencia científica y expliquen en el la justificación de ir variando entre 2 y 3 horas el toque de queda que lo único que genero es que mas gente se contagie por las aglomeraciones de tan absurda medida"
101826,es,"Este tweet expone la lamentable doble vara de medida, con una me mido yo, y para los demás uso otra, @dinaarguetasv acá no hay ningún ataque de género, solo exhibir lo vacíos que son sus argumentos. https://t.co/ZoAlOl7Eg4",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']","['DIRECT', 'DIRECT', '-', '-', '-', '-']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"este tweet expone la lamentable doble vara de medida, con una me mido yo, y para los demás uso otra, acá no hay ningún ataque de género, solo exhibir lo vacíos que son sus argumentos."
101827,es,"@SsimXD Tenes que estar muy mal y con falta de atención en casa para buscar tweets de 2019 para insultar a la gente. Uso la x para no asumir género y lo voy a seguir usando asi que besitos. Ojala te den más amor y atención en casa, se ve que te falta.",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","['-', 'REPORTED', '-', 'DIRECT', '-', '-']","[['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_ES,"tenes que estar muy mal y con falta de atención en casa para buscar tweets de 2019 para insultar a la gente. uso la x para no asumir género y lo voy a seguir usando asi que besitos. ojala te den más amor y atención en casa, se ve que te falta."
101828,es,@LFguitarra la violencia genera más violencia a veces ciertas personas del género femenino actúan con prepotencia y abusos porque se escudan que son el sexo débil y no se les puede tocar el obrar de esa manera por más tranquila que sea una persona lo que hace es que responda igual.,6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', '-', 'DIRECT', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,la violencia genera más violencia a veces ciertas personas del género femenino actúan con prepotencia y abusos porque se escudan que son el sexo débil y no se les puede tocar el obrar de esa manera por más tranquila que sea una persona lo que hace es que responda igual.
101829,es,"@ManuelBartlett El principal sospechoso del asesinato de ovando y gil el de ""se callo el sistema"" el de la fortuna perfectamente explicable (robo) hablando  sobre perspectiva de genero, 🤣",6,"['Annotator_325', 'Annotator_326', 'Annotator_327', 'Annotator_328', 'Annotator_329', 'Annotator_330']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Mexico', 'Italy', 'Chile']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']","['-', 'REPORTED', '-', 'REPORTED', 'JUDGEMENTAL', '-']","[['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,"el principal sospechoso del asesinato de ovando y gil el de se callo el sistema el de la fortuna perfectamente explicable robo hablando sobre perspectiva de genero,"
101830,es,@lauraisntmyname Uff depende del género... pero creo que me quedo con El Imperio Final,6,"['Annotator_325', 'Annotator_326', 'Annotator_327', 'Annotator_328', 'Annotator_329', 'Annotator_330']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Mexico', 'Italy', 'Chile']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'DIRECT', '-', '-']","[['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-']]",TRAIN_ES,uff depende del género... pero creo que me quedo con el imperio final
101831,es,Como parte de los logros presentados en el evento de #RendicióndeCuentas 2014-2021 a través de #MiAmbiente se generó más de 230 mil empleos y cerca de 200 mil millones de lempiras en inversión para el desarrollo de proyectos por medio del #SLAS. @BancoCentral_HN @JuanOrlandoH https://t.co/8VwcVTd2N9,6,"['Annotator_385', 'Annotator_386', 'Annotator_387', 'Annotator_388', 'Annotator_389', 'Annotator_390']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Venezuela', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,como parte de los logros presentados en el evento de rendicióndecuentas 20142021 a través de miambiente se generó más de 230 mil empleos y cerca de 200 mil millones de lempiras en inversión para el desarrollo de proyectos por medio del slas.
101832,es,"@mvergara92 Voy a intentar verme las 4 antes de ver la nueva, me pica la curiosidad ver cómo era cada nueva entrega aún más ahora, sabiendo que era una parodia del género jajaja",6,"['Annotator_187', 'Annotator_188', 'Annotator_189', 'Annotator_190', 'Annotator_191', 'Annotator_192']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'Portugal', 'Portugal', 'Mexico', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'YES', 'NO']","['JUDGEMENTAL', '-', 'DIRECT', '-', 'DIRECT', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"voy a intentar verme las 4 antes de ver la nueva, me pica la curiosidad ver cómo era cada nueva entrega aún más ahora, sabiendo que era una parodia del género jajaja"
101833,es,quien es el mejor haciendo Outros en el genero? yo tengo a el Father o a Wisin en los top,6,"['Annotator_121', 'Annotator_122', 'Annotator_123', 'Annotator_124', 'Annotator_125', 'Annotator_126']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Spain', 'Poland', 'Mexico', 'Mexico', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,quien es el mejor haciendo outros en el genero? yo tengo a el father o a wisin en los top
101834,es,"@aricloes @Florencita13 @nataliavolosin @Ornuuuu Es necio desconocer que históricamente las mujeres han sido relegadas de los ámbitos profesionales y oprimidas "" por su género"", es ridículo minimizar estas cosas y no comprender que hoy las mujeres no aceptamos más el menosprecio y la desigualdad en ningún espacio",6,"['Annotator_211', 'Annotator_212', 'Annotator_213', 'Annotator_214', 'Annotator_215', 'Annotator_216']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'Mexico', 'Argentina', 'Netherlands', 'Spain', 'Mexico']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']","['REPORTED', 'REPORTED', '-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"es necio desconocer que históricamente las mujeres han sido relegadas de los ámbitos profesionales y oprimidas por su género, es ridículo minimizar estas cosas y no comprender que hoy las mujeres no aceptamos más el menosprecio y la desigualdad en ningún espacio"
101835,es,"@dejemosdecallar @CronicasDelEste Violencia de género ?  En todo caso por disturbios y agresiones.La última que cayó no venía a pedirle el teléfono.Por favor, paremos con la violencia y las miradas con sesgos",6,"['Annotator_91', 'Annotator_92', 'Annotator_93', 'Annotator_94', 'Annotator_95', 'Annotator_96']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Chile', 'United Kingdom', 'Spain', 'Portugal', 'Portugal']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","['DIRECT', '-', 'REPORTED', 'REPORTED', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,"violencia de género ? en todo caso por disturbios y agresiones.la última que cayó no venía a pedirle el teléfono.por favor, paremos con la violencia y las miradas con sesgos"
101836,es,@johnsol83 @petrogustavo @GustavoBolivar Es el mismo sentimiento q me generó Angela cuando todos la querían 😔😔,6,"['Annotator_7', 'Annotator_8', 'Annotator_9', 'Annotator_10', 'Annotator_11', 'Annotator_12']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree']","['United Kingdom', 'Mexico', 'United States', 'Portugal', 'Chile', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'REPORTED', '-', '-']","[['-'], ['-'], ['-'], ['OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,es el mismo sentimiento q me generó angela cuando todos la querían
101837,es,@ruumidementsuss Yo suelo responder por género y nombrar alguna que otra banda,6,"['Annotator_253', 'Annotator_254', 'Annotator_255', 'Annotator_256', 'Annotator_257', 'Annotator_258']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Multiracial']","['Bachelor’s degree', 'Master’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['United States', 'Spain', 'United States', 'Spain', 'Chile', 'Portugal']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']","['-', '-', 'DIRECT', '-', '-', 'DIRECT']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,yo suelo responder por género y nombrar alguna que otra banda
101838,es,"@TheTransSystem ""Traidora a la corona Terfiana"" es mi nuevo género.",6,"['Annotator_295', 'Annotator_296', 'Annotator_297', 'Annotator_298', 'Annotator_299', 'Annotator_300']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Portugal', 'Spain', 'Portugal', 'Italy', 'Mexico']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","['-', 'DIRECT', '-', 'UNKNOWN', '-', '-']","[['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['UNKNOWN'], ['-'], ['-']]",TRAIN_ES,traidora a la corona terfiana es mi nuevo género.
101839,es,"@jorge_gibert Uno de ellos es que no tienen gran relevancia en discusiones que a mi juicio son esenciales para el minuto, como la precariedad laboral, la falta de justicia epistémica, la injusticia de género o la irrelevancia de los conocimientos en la política",6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']","['JUDGEMENTAL', '-', '-', '-', 'REPORTED', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_ES,"uno de ellos es que no tienen gran relevancia en discusiones que a mi juicio son esenciales para el minuto, como la precariedad laboral, la falta de justicia epistémica, la injusticia de género o la irrelevancia de los conocimientos en la política"
101840,es,"De todo lo del Wandagate lo peor son las boludas en ig haciendo un análisis “serio” con perspectiva de género. Nadie las llamó, dejense de joder.",6,"['Annotator_211', 'Annotator_212', 'Annotator_213', 'Annotator_214', 'Annotator_215', 'Annotator_216']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'Mexico', 'Argentina', 'Netherlands', 'Spain', 'Mexico']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']","['DIRECT', 'DIRECT', '-', 'JUDGEMENTAL', '-', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['-'], ['-']]",TRAIN_ES,"de todo lo del wandagate lo peor son las boludas en ig haciendo un análisis serio con perspectiva de género. nadie las llamó, dejense de joder."
101841,es,@ManuxOrtiz @sarandonga55 El problema es tuyo si no entiendes que lolita critica el “feminismo”. Es decir el hembrismo que hoy se ampara en el feminismo. Un hembrismo que es igual de condenable que el machismo,6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', 'DIRECT']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,el problema es tuyo si no entiendes que lolita critica el feminismo. es decir el hembrismo que hoy se ampara en el feminismo. un hembrismo que es igual de condenable que el machismo
101842,es,"Más bien es la aportación al hembrismo y a la misandría. Puro odio al hombre, gentuza. https://t.co/e0bDxoLgDl",6,"['Annotator_367', 'Annotator_368', 'Annotator_369', 'Annotator_370', 'Annotator_371', 'Annotator_372']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Brazil', 'Spain', 'Spain', 'Portugal', 'Chile']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['DIRECT', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL', '-', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"más bien es la aportación al hembrismo y a la misandría. puro odio al hombre, gentuza."
